Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
1989,10,7,6,834.0,830,1720.0,1641,AA,2,,346.0,311,,39.0,4.0,LAX,JFK,2475.0,,,0,,0,,,,,
1989,6,4,7,1130.0,1108,1228.0,1215,DL,1739,,58.0,67,,13.0,22.0,SLC,BOI,291.0,,,0,,0,,,,,
1989,2,10,5,1454.0,1454,1637.0,1615,DL,1825,,103.0,81,,22.0,0.0,SLC,MSO,436.0,,,0,,0,,,,,
1989,1,19,4,1205.0,1205,1300.0,1305,WN,742,,55.0,60,,-5.0,0.0,SAN,LAS,258.0,,,0,,0,,,,,
1989,9,26,2,1125.0,1125,1324.0,1333,UA,934,,59.0,68,,-9.0,0.0,ORD,CLE,316.0,,,0,,0,,,,,
1989,4,4,2,1000.0,1000,1110.0,1111,CO,307,,70.0,71,,-1.0,0.0,EWR,DCA,199.0,,,0,,0,,,,,
1989,1,23,1,1646.0,1645,1752.0,1759,CO,154,,66.0,74,,-7.0,1.0,CLE,DCA,310.0,,,0,,0,,,,,
1989,1,28,6,1717.0,1700,2005.0,2000,AA,500,,108.0,120,,5.0,17.0,ORD,LGA,733.0,,,0,,0,,,,,
1989,6,7,3,1334.0,1330,1459.0,1448,CO,1109,,145.0,138,,11.0,4.0,IAH,DEN,861.0,,,0,,0,,,,,
1989,11,5,7,715.0,705,1210.0,1210,NW,710,,175.0,185,,0.0,10.0,LAS,MSP,1300.0,,,0,,0,,,,,
1989,1,16,1,641.0,643,810.0,804,UA,455,,149.0,141,,6.0,-2.0,STL,DEN,770.0,,,0,,0,,,,,
1989,8,11,5,1605.0,1600,1734.0,1736,HP,10,,209.0,216,,-2.0,5.0,ORD,PHX,1440.0,,,0,,0,,,,,
1989,8,17,4,1740.0,1740,2145.0,2145,WN,992,,125.0,125,,0.0,0.0,PHX,AUS,872.0,,,0,,0,,,,,
1989,10,25,3,2039.0,2035,2157.0,2140,US,336,,78.0,65,,17.0,4.0,PIT,PHL,267.0,,,0,,0,,,,,
1989,4,6,4,1120.0,1115,1232.0,1230,AA,1175,,72.0,75,,2.0,5.0,DFW,CRP,354.0,,,0,,0,,,,,
1989,8,5,6,740.0,740,859.0,902,DL,410,,79.0,82,,-3.0,0.0,TPA,ATL,406.0,,,0,,0,,,,,
1989,5,22,1,743.0,745,1256.0,1312,UA,160,,193.0,207,,-16.0,-2.0,DEN,LGA,1619.0,,,0,,0,,,,,
1989,2,11,6,2104.0,2055,2215.0,2220,US,2486,,71.0,85,,-5.0,9.0,SFO,SAN,447.0,,,0,,0,,,,,
1989,12,10,7,2325.0,2201,10.0,2233,UA,748,,45.0,32,,97.0,84.0,CID,PIA,135.0,,,0,,0,,,,,
1989,11,5,7,1042.0,1040,1147.0,1155,US,963,,65.0,75,,-8.0,2.0,BTV,PHL,336.0,,,0,,0,,,,,
1989,6,28,3,2047.0,2050,2203.0,2203,CO,289,,136.0,133,,0.0,-3.0,IAH,ABQ,744.0,,,0,,0,,,,,
1989,5,17,3,2056.0,2055,2149.0,2159,US,2544,,53.0,64,,-10.0,1.0,OAK,BUR,325.0,,,0,,0,,,,,
1989,5,7,7,1724.0,1720,1743.0,1751,US,496,,79.0,91,,-8.0,4.0,PIT,BNA,462.0,,,0,,0,,,,,
1989,2,4,6,1047.0,932,1217.0,1035,AA,521,,150.0,123,,102.0,75.0,DFW,DEN,641.0,,,0,,0,,,,,
1989,1,2,1,1001.0,935,1243.0,1141,TW,65,,282.0,246,,62.0,26.0,STL,SNA,1570.0,,,0,,0,,,,,
1989,12,27,3,2321.0,2230,2348.0,2307,US,1631,,27.0,37,,41.0,51.0,CLT,GSP,75.0,,,0,,0,,,,,
1989,11,2,4,1624.0,1620,1804.0,1739,UA,1426,,100.0,79,,25.0,4.0,IAD,CLE,288.0,,,0,,0,,,,,
1989,5,22,1,1930.0,1930,2050.0,2050,HP,575,,80.0,80,,0.0,0.0,LAS,OAK,407.0,,,0,,0,,,,,
1989,11,21,2,1055.0,1055,1057.0,1100,HP,624,,62.0,65,,-3.0,0.0,PHX,ONT,325.0,,,0,,0,,,,,
1989,8,4,5,1207.0,1210,1415.0,1405,NW,453,,128.0,115,,10.0,-3.0,MSP,MEM,700.0,,,0,,0,,,,,
1989,5,5,5,1400.0,1400,1518.0,1524,AA,1007,,78.0,84,,-6.0,0.0,SFO,LAX,337.0,,,0,,0,,,,,
1989,10,12,4,1648.0,1648,1843.0,1840,DL,904,,115.0,112,,3.0,0.0,ATL,BUF,712.0,,,0,,0,,,,,
1989,6,17,6,1509.0,1510,1533.0,1534,AA,1198,,24.0,24,,-1.0,-1.0,STT,STX,45.0,,,0,,0,,,,,
1989,11,15,3,1903.0,1851,2056.0,2030,DL,1677,,233.0,219,,26.0,12.0,DFW,SMF,1431.0,,,0,,0,,,,,
1989,4,9,7,1051.0,1051,1317.0,1320,TW,648,,86.0,89,,-3.0,0.0,STL,DTW,440.0,,,0,,0,,,,,
1989,11,12,7,1330.0,1330,1435.0,1435,PA (1),255,,65.0,65,,0.0,0.0,LGA,DCA,214.0,,,0,,0,,,,,
1989,10,26,4,1545.0,1545,1805.0,1814,NW,587,,200.0,209,,-9.0,0.0,MCO,MSP,1310.0,,,0,,0,,,,,
1989,10,13,5,1834.0,1830,1913.0,1905,HP,444,,39.0,35,,8.0,4.0,PHX,TUS,110.0,,,0,,0,,,,,
1989,2,9,4,1939.0,1939,2107.0,2101,EA,635,,88.0,82,,6.0,0.0,BOS,PHL,280.0,,,0,,0,,,,,
1989,7,22,6,1803.0,1755,2033.0,2022,TW,18,,150.0,147,,11.0,8.0,MIA,SJU,1045.0,,,0,,0,,,,,
1989,4,25,2,1015.0,1015,1055.0,1055,DL,979,,40.0,40,,0.0,0.0,CHA,ATL,106.0,,,0,,0,,,,,
1989,9,19,2,1624.0,1620,1812.0,1750,US,62,,108.0,90,,22.0,4.0,PIT,ISP,375.0,,,0,,0,,,,,
1989,1,25,3,958.0,955,1100.0,1056,US,2442,,62.0,61,,4.0,3.0,OAK,BUR,325.0,,,0,,0,,,,,
1989,12,30,6,611.0,610,729.0,717,US,1821,,78.0,67,,12.0,1.0,BUF,LGA,292.0,,,0,,0,,,,,
1989,10,22,7,1557.0,1540,1654.0,1640,WN,143,,57.0,60,,14.0,17.0,DAL,LBB,293.0,,,0,,0,,,,,
1989,1,21,6,734.0,724,947.0,1014,AA,333,,193.0,230,,-27.0,10.0,EWR,DFW,1372.0,,,0,,0,,,,,
1989,3,13,1,1315.0,1130,1422.0,1242,TW,516,,67.0,72,,100.0,105.0,LIT,STL,296.0,,,0,,0,,,,,
1989,11,12,7,1654.0,1645,1722.0,1709,DL,939,,88.0,84,,13.0,9.0,TUS,LAX,451.0,,,0,,0,,,,,
1989,7,5,3,1125.0,1125,1310.0,1319,NW,529,,105.0,114,,-9.0,0.0,LGA,DTW,501.0,,,0,,0,,,,,
1989,6,16,5,1713.0,1700,1740.0,1730,WN,868,,87.0,90,,10.0,13.0,DAL,ELP,562.0,,,0,,0,,,,,
1989,8,1,2,2356.0,2359,550.0,556,UA,128,,234.0,237,,-6.0,-3.0,SFO,ORD,1846.0,,,0,,0,,,,,
1989,11,2,4,1804.0,1759,2033.0,2020,AA,605,,209.0,201,,13.0,5.0,DCA,DFW,1192.0,,,0,,0,,,,,
1989,11,2,4,1305.0,1305,1408.0,1405,HP,255,,63.0,60,,3.0,0.0,RNO,LAS,345.0,,,0,,0,,,,,
1989,6,18,7,1500.0,1500,1626.0,1608,TW,551,,86.0,68,,18.0,0.0,ORD,STL,258.0,,,0,,0,,,,,
1989,7,2,7,802.0,800,949.0,946,US,306,,107.0,106,,3.0,2.0,ATL,PHL,665.0,,,0,,0,,,,,
1989,8,1,2,2010.0,2010,2132.0,2127,DL,1002,,82.0,77,,5.0,0.0,MEM,DFW,432.0,,,0,,0,,,,,
1989,12,21,4,1107.0,1040,1209.0,1140,WN,522,,62.0,60,,29.0,27.0,STL,LIT,296.0,,,0,,0,,,,,
1989,1,31,2,1653.0,1645,1801.0,1754,CO,662,,68.0,69,,7.0,8.0,MFE,IAH,316.0,,,0,,0,,,,,
1989,6,14,3,2212.0,2045,2303.0,2130,US,226,,51.0,45,,93.0,87.0,BUF,CLE,192.0,,,0,,0,,,,,
1989,8,14,1,1513.0,1500,1547.0,1535,HP,440,,34.0,35,,12.0,13.0,PHX,TUS,110.0,,,0,,0,,,,,
1989,1,17,2,1650.0,1650,1814.0,1808,DL,1033,,84.0,78,,6.0,0.0,BTR,DFW,383.0,,,0,,0,,,,,
1989,1,19,4,1719.0,1719,1817.0,1815,TW,610,,58.0,56,,2.0,0.0,CID,STL,228.0,,,0,,0,,,,,
1989,6,16,5,813.0,704,859.0,805,TW,44,,46.0,61,,54.0,69.0,JFK,BOS,187.0,,,0,,0,,,,,
1989,1,2,1,844.0,830,1135.0,1110,DL,467,,231.0,220,,25.0,14.0,LGA,DFW,1389.0,,,0,,0,,,,,
1989,6,28,3,1629.0,1629,1757.0,1755,DL,1414,,88.0,86,,2.0,0.0,SLC,ABQ,493.0,,,0,,0,,,,,
1989,10,7,6,1730.0,1730,2037.0,2018,DL,1425,,307.0,288,,19.0,0.0,JFK,SLC,1989.0,,,0,,0,,,,,
1989,11,23,4,1725.0,1720,1803.0,1759,DL,1710,,38.0,39,,4.0,5.0,LAX,SAN,109.0,,,0,,0,,,,,
1989,12,18,1,830.0,830,1550.0,1602,DL,172,,260.0,272,,-12.0,0.0,LAX,MCO,2217.0,,,0,,0,,,,,
1989,5,14,7,844.0,810,,741,US,316,,,31,,,34.0,SDF,IND,111.0,,,0,,1,,,,,
1989,1,7,6,2149.0,2145,2237.0,2235,PI,1789,,48.0,50,,2.0,4.0,TPA,MIA,204.0,,,0,,0,,,,,
1989,5,22,1,1620.0,1620,1743.0,1744,UA,1148,,83.0,84,,-1.0,0.0,SFO,EUG,451.0,,,0,,0,,,,,
1989,6,26,1,735.0,735,822.0,821,TW,515,,107.0,106,,1.0,0.0,CLT,STL,575.0,,,0,,0,,,,,
1989,10,17,2,1624.0,1625,1740.0,1746,AA,885,,76.0,81,,-6.0,-1.0,BTR,DFW,383.0,,,0,,0,,,,,
1989,1,5,4,1850.0,1850,2056.0,2100,EA,188,,126.0,130,,-4.0,0.0,TPA,DCA,814.0,,,0,,0,,,,,
1989,3,11,6,1236.0,1236,1403.0,1400,AA,135,,87.0,84,,3.0,0.0,ORD,BNA,409.0,,,0,,0,,,,,
1989,7,9,7,1820.0,1820,1928.0,1942,CO,863,,188.0,202,,-14.0,0.0,HOU,LAX,1390.0,,,0,,0,,,,,
1989,2,27,1,1500.0,1500,1600.0,1621,CO,1055,,60.0,81,,-21.0,0.0,IAH,MFE,316.0,,,0,,0,,,,,
1989,9,24,7,2030.0,2030,2116.0,2136,CO,1113,,46.0,66,,-20.0,0.0,IAH,CRP,201.0,,,0,,0,,,,,
1989,2,16,4,710.0,710,846.0,850,CO,843,,156.0,160,,-4.0,0.0,MIA,IAH,964.0,,,0,,0,,,,,
1989,3,20,1,810.0,810,1123.0,1131,CO,110,,133.0,141,,-8.0,0.0,IAH,MIA,964.0,,,0,,0,,,,,
1989,1,12,4,2147.0,2025,2305.0,2145,DL,1076,,78.0,80,,80.0,82.0,ATL,RIC,481.0,,,0,,0,,,,,
1989,5,30,2,1249.0,1248,1353.0,1354,AA,1249,,64.0,66,,-1.0,1.0,SAT,DFW,247.0,,,0,,0,,,,,
1989,12,29,5,,2058,,2140,TW,397,,,102,,,,CLE,STL,487.0,,,1,,0,,,,,
1989,3,15,3,,926,,1130,EA,102,,,124,,,,ATL,LGA,761.0,,,1,,0,,,,,
1989,12,25,1,2106.0,2015,2346.0,2241,US,795,,160.0,146,,65.0,51.0,PIT,PBI,952.0,,,0,,0,,,,,
1989,9,7,4,2052.0,2055,2139.0,2140,US,1897,,47.0,45,,-1.0,-3.0,CLT,AGS,140.0,,,0,,0,,,,,
1989,7,18,2,625.0,624,1213.0,1213,AA,988,,228.0,229,,0.0,1.0,SEA,DFW,1660.0,,,0,,0,,,,,
1989,8,7,1,1804.0,1805,2023.0,2026,DL,249,,259.0,261,,-3.0,-1.0,IAD,SLC,1827.0,,,0,,0,,,,,
1989,11,23,4,800.0,800,900.0,905,DL,1626,,60.0,65,,-5.0,0.0,HOU,DFW,247.0,,,0,,0,,,,,
1989,7,21,5,1939.0,1940,2321.0,2326,AA,392,,222.0,226,,-5.0,-1.0,SJU,EWR,1608.0,,,0,,0,,,,,
1989,6,16,5,1215.0,1215,1336.0,1330,HP,24,,81.0,75,,6.0,0.0,PHX,LAX,370.0,,,0,,0,,,,,
1989,3,30,4,1728.0,1723,1810.0,1805,TW,450,,42.0,42,,5.0,5.0,MCO,RSW,133.0,,,0,,0,,,,,
1989,4,15,6,1904.0,1903,2053.0,2107,AA,1217,,169.0,184,,-14.0,1.0,IAD,DFW,1172.0,,,0,,0,,,,,
1989,3,11,6,1435.0,1435,1543.0,1549,PI,1846,,68.0,74,,-6.0,0.0,SDF,RIC,463.0,,,0,,0,,,,,
1989,1,14,6,1800.0,1800,1923.0,1920,CO,1011,,83.0,80,,3.0,0.0,PWM,EWR,284.0,,,0,,0,,,,,
1989,11,15,3,1715.0,1700,1832.0,1817,TW,377,,77.0,77,,15.0,15.0,ORD,STL,258.0,,,0,,0,,,,,
1989,4,28,5,1326.0,1315,1414.0,1414,US,190,,48.0,59,,0.0,11.0,PIT,ROC,224.0,,,0,,0,,,,,
1989,12,12,2,758.0,800,909.0,919,CO,390,,71.0,79,,-10.0,-2.0,EWR,BOS,200.0,,,0,,0,,,,,
1989,9,4,1,2151.0,2154,2232.0,2243,US,1142,,41.0,49,,-11.0,-3.0,CLT,LYH,175.0,,,0,,0,,,,,
1989,11,2,4,1745.0,1745,1945.0,1948,CO,1113,,120.0,123,,-3.0,0.0,STL,IAH,668.0,,,0,,0,,,,,
1989,4,27,4,1525.0,1525,1722.0,1735,CO,355,,177.0,190,,-13.0,0.0,EWR,MSY,1167.0,,,0,,0,,,,,
1989,6,23,5,1523.0,1522,1615.0,1624,AA,628,,52.0,62,,-9.0,1.0,RNO,SJC,188.0,,,0,,0,,,,,
1989,12,9,6,1400.0,1400,1422.0,1425,CO,3006,,22.0,25,,-3.0,0.0,HOU,IAH,24.0,,,0,,0,,,,,
1989,3,13,1,1335.0,1335,1404.0,1400,HP,510,,29.0,25,,4.0,0.0,OMA,SUX,80.0,,,0,,0,,,,,
1989,5,31,3,1229.0,1205,1349.0,1336,UA,343,,140.0,151,,13.0,24.0,DEN,SFO,967.0,,,0,,0,,,,,
1989,12,7,4,1200.0,1200,1437.0,1451,UA,72,,97.0,111,,-14.0,0.0,ORD,LGA,733.0,,,0,,0,,,,,
1989,12,26,2,1832.0,1755,1926.0,1908,US,217,,54.0,73,,18.0,37.0,SYR,BWI,273.0,,,0,,0,,,,,
1989,2,1,3,1111.0,1110,1556.0,1608,CO,154,,165.0,178,,-12.0,1.0,DEN,CLE,1201.0,,,0,,0,,,,,
1989,5,1,1,9.0,10,545.0,556,AA,540,,216.0,226,,-11.0,-1.0,ONT,ORD,1700.0,,,0,,0,,,,,
1989,9,17,7,710.0,710,912.0,909,DL,726,,62.0,59,,3.0,0.0,PNS,ATL,272.0,,,0,,0,,,,,
1989,9,19,2,823.0,826,1009.0,1015,AA,6,,106.0,109,,-6.0,-3.0,DFW,STL,551.0,,,0,,0,,,,,
1989,9,14,4,945.0,930,1149.0,1133,EA,125,,124.0,123,,16.0,15.0,PHL,ATL,665.0,,,0,,0,,,,,
1989,1,11,3,1315.0,1252,1715.0,1630,AA,856,,180.0,158,,45.0,23.0,DFW,FLL,1119.0,,,0,,0,,,,,
1989,7,11,2,1738.0,1740,1945.0,2010,CO,673,,127.0,150,,-25.0,-2.0,DCA,TPA,814.0,,,0,,0,,,,,
1989,6,11,7,1230.0,1230,1223.0,1220,WN,759,,53.0,50,,3.0,0.0,DET,MDW,248.0,,,0,,0,,,,,
1989,7,3,1,1226.0,1223,1323.0,1310,PI,1138,,117.0,107,,13.0,3.0,CLT,MSY,651.0,,,0,,0,,,,,
1989,9,30,6,740.0,740,1030.0,1004,EA,591,,170.0,144,,26.0,0.0,BDL,ATL,859.0,,,0,,0,,,,,
1989,10,12,4,1053.0,1050,1159.0,1155,WN,361,,66.0,65,,4.0,3.0,ONT,PHX,325.0,,,0,,0,,,,,
1989,3,22,3,1025.0,1025,1116.0,1122,CO,905,,51.0,57,,-6.0,0.0,IAH,AUS,140.0,,,0,,0,,,,,
1989,3,26,7,1800.0,1800,1842.0,1835,HP,1085,,42.0,35,,7.0,0.0,FLG,PHX,119.0,,,0,,0,,,,,
1989,1,19,4,844.0,845,1156.0,1200,CO,41,,312.0,315,,-4.0,-1.0,SFO,HNL,2398.0,,,0,,0,,,,,
1989,6,28,3,2020.0,2020,2230.0,2232,NW,477,,250.0,252,,-2.0,0.0,MEM,SFO,1807.0,,,0,,0,,,,,
1989,4,23,7,655.0,655,1019.0,1032,AA,1098,,144.0,157,,-13.0,0.0,DFW,MIA,1121.0,,,0,,0,,,,,
1989,4,5,3,1126.0,1057,1208.0,1142,PI,1870,,42.0,45,,26.0,29.0,CLT,ROA,155.0,,,0,,0,,,,,
1989,1,24,2,2115.0,2115,2246.0,2245,DL,626,,91.0,90,,1.0,0.0,RSW,ATL,515.0,,,0,,0,,,,,
1989,10,17,2,1521.0,1511,1631.0,1615,DL,779,,70.0,64,,16.0,10.0,ATL,GSO,306.0,,,0,,0,,,,,
1989,9,8,5,1525.0,1525,1541.0,1555,AA,911,,76.0,90,,-14.0,0.0,RDU,BNA,443.0,,,0,,0,,,,,
1989,1,30,1,1952.0,1952,2206.0,2222,EA,128,,134.0,150,,-16.0,0.0,ATL,BOS,946.0,,,0,,0,,,,,
1989,4,11,2,835.0,837,907.0,913,UA,45,,92.0,96,,-6.0,-2.0,PIT,ORD,412.0,,,0,,0,,,,,
1989,8,27,7,1415.0,1415,1930.0,1928,DL,1670,,195.0,193,,2.0,0.0,SMF,DFW,1431.0,,,0,,0,,,,,
1989,6,29,4,635.0,635,729.0,730,DL,416,,54.0,55,,-1.0,0.0,AUS,DFW,190.0,,,0,,0,,,,,
1989,6,18,7,2235.0,2235,2300.0,2259,DL,1079,,25.0,24,,1.0,0.0,PNS,MOB,65.0,,,0,,0,,,,,
1989,9,29,5,1606.0,1605,2356.0,8,TW,8,,290.0,303,,-12.0,1.0,LAX,JFK,2475.0,,,0,,0,,,,,
1989,1,21,6,1440.0,1442,1613.0,1615,AA,907,,93.0,93,,-2.0,-2.0,BNA,MSY,471.0,,,0,,0,,,,,
1989,9,30,6,2128.0,2130,503.0,519,UA,184,,275.0,289,,-16.0,-2.0,HNL,SFO,2398.0,,,0,,0,,,,,
1989,5,10,3,1539.0,1530,1940.0,1936,DL,1792,,121.0,126,,4.0,9.0,PHX,DFW,868.0,,,0,,0,,,,,
1989,1,29,7,2029.0,2029,2150.0,2150,DL,677,,81.0,81,,0.0,0.0,ATL,MLB,443.0,,,0,,0,,,,,
1989,6,24,6,1329.0,1325,1908.0,1902,DL,1720,,219.0,217,,6.0,4.0,PDX,DFW,1616.0,,,0,,0,,,,,
1989,7,31,1,2143.0,2145,539.0,555,UA,100,,296.0,310,,-16.0,-2.0,HNL,LAX,2556.0,,,0,,0,,,,,
1989,4,18,2,2155.0,2154,12.0,2359,AA,583,,257.0,245,,13.0,1.0,DFW,SEA,1660.0,,,0,,0,,,,,
1989,1,24,2,1840.0,1840,1943.0,1941,US,2650,,63.0,61,,2.0,0.0,SJC,BUR,296.0,,,0,,0,,,,,
1989,4,20,4,849.0,845,1110.0,1055,AA,181,,261.0,250,,15.0,4.0,ORD,LAX,1745.0,,,0,,0,,,,,
1989,3,11,6,1233.0,1235,1357.0,1358,DL,1515,,84.0,83,,-1.0,-2.0,COS,SLC,410.0,,,0,,0,,,,,
1989,3,23,4,1300.0,1300,1420.0,1424,AA,301,,80.0,84,,-4.0,0.0,LAX,SFO,337.0,,,0,,0,,,,,
1989,8,7,1,1720.0,1725,2125.0,2103,NW,274,,185.0,158,,22.0,-5.0,HOU,DTW,1093.0,,,0,,0,,,,,
1989,4,15,6,1819.0,1820,1931.0,1958,CO,227,,132.0,158,,-27.0,-1.0,DEN,SNA,846.0,,,0,,0,,,,,
1989,1,13,5,1845.0,1845,2005.0,1951,CO,892,,80.0,66,,14.0,0.0,MSY,IAH,305.0,,,0,,0,,,,,
1989,11,27,1,1249.0,1200,1306.0,1218,US,327,,77.0,78,,48.0,49.0,PHX,BUR,369.0,,,0,,0,,,,,
1989,3,21,2,921.0,900,1159.0,1120,PI,1057,,158.0,140,,39.0,21.0,BWI,TPA,842.0,,,0,,0,,,,,
1989,6,14,3,1559.0,1600,1748.0,1739,UA,756,,109.0,99,,9.0,-1.0,BOI,DEN,649.0,,,0,,0,,,,,
1989,6,3,6,,2159,,2337,NW,249,,,98,,,,DCA,DTW,405.0,,,1,,0,,,,,
1989,11,12,7,1018.0,1015,1156.0,1155,AA,596,,98.0,100,,1.0,3.0,RDU,DTW,501.0,,,0,,0,,,,,
1989,6,16,5,1220.0,1220,1353.0,1337,UA,425,,153.0,137,,16.0,0.0,DEN,ONT,819.0,,,0,,0,,,,,
1989,4,16,7,1700.0,1700,1847.0,1845,AS,180,,107.0,105,,2.0,0.0,PDX,SJC,569.0,,,0,,0,,,,,
1989,9,24,7,958.0,910,1051.0,1011,US,1623,,113.0,121,,40.0,48.0,BWI,ORD,622.0,,,0,,0,,,,,
1989,12,15,5,747.0,740,1018.0,1010,HP,847,,151.0,150,,8.0,7.0,LAS,SEA,866.0,,,0,,0,,,,,
1989,1,27,5,1923.0,1925,2010.0,2011,AA,19,,47.0,46,,-1.0,-2.0,HNL,OGG,100.0,,,0,,0,,,,,
1989,8,3,4,800.0,800,913.0,921,CO,397,,73.0,81,,-8.0,0.0,BOS,EWR,200.0,,,0,,0,,,,,
1989,9,14,4,2030.0,2025,2306.0,2253,AA,204,,96.0,88,,13.0,5.0,ORD,PIT,412.0,,,0,,0,,,,,
1989,12,18,1,1315.0,1310,1426.0,1423,UA,690,,71.0,73,,3.0,5.0,SLC,DEN,391.0,,,0,,0,,,,,
1989,8,8,2,1210.0,1210,1351.0,1337,NW,1520,,101.0,87,,14.0,0.0,DTW,ALB,488.0,,,0,,0,,,,,
1989,11,4,6,1420.0,1420,1548.0,1558,US,2252,,88.0,98,,-10.0,0.0,CLT,MCO,468.0,,,0,,0,,,,,
1989,10,13,5,1630.0,1615,1807.0,1758,EA,768,,97.0,103,,9.0,15.0,ATL,DTW,594.0,,,0,,0,,,,,
1989,9,7,4,1801.0,1657,1903.0,1805,UA,453,,62.0,68,,58.0,64.0,IND,ORD,177.0,,,0,,0,,,,,
1989,6,23,5,1339.0,1330,1917.0,1904,AA,404,,218.0,214,,13.0,9.0,SFO,DFW,1464.0,,,0,,0,,,,,
1989,3,4,6,1254.0,1222,1340.0,1302,PI,1097,,46.0,40,,38.0,32.0,CLT,MYR,156.0,,,0,,0,,,,,
1989,10,12,4,1947.0,1945,2046.0,2035,US,132,,59.0,50,,11.0,2.0,DTW,PIT,201.0,,,0,,0,,,,,
1989,7,8,6,1515.0,1515,1612.0,1622,CO,1135,,57.0,67,,-10.0,0.0,IAH,HRL,295.0,,,0,,0,,,,,
1989,1,29,7,1146.0,1145,1256.0,1309,US,316,,70.0,84,,-13.0,1.0,DCA,BOS,399.0,,,0,,0,,,,,
1989,8,14,1,655.0,655,756.0,740,AS,202,,61.0,45,,16.0,0.0,SEA,PDX,129.0,,,0,,0,,,,,
1989,4,23,7,922.0,900,1131.0,1130,PI,1515,,309.0,330,,1.0,22.0,CLT,SEA,2279.0,,,0,,0,,,,,
1989,9,28,4,10.0,2310,645.0,545,DL,464,,215.0,215,,60.0,60.0,LAS,ATL,1747.0,,,0,,0,,,,,
1989,2,28,2,2017.0,1900,2137.0,2025,US,2892,,80.0,85,,72.0,77.0,SFO,SAN,447.0,,,0,,0,,,,,
1989,2,6,1,1148.0,1105,1437.0,1355,DL,1429,,289.0,290,,42.0,43.0,SLC,ANC,2125.0,,,0,,0,,,,,
1989,4,15,6,1924.0,1925,2043.0,2042,PI,1528,,79.0,77,,1.0,-1.0,SDF,DCA,474.0,,,0,,0,,,,,
1989,5,30,2,1410.0,1410,1622.0,1626,DL,1710,,132.0,136,,-4.0,0.0,SEA,LAX,954.0,,,0,,0,,,,,
1989,11,26,7,700.0,700,951.0,955,AA,430,,111.0,115,,-4.0,0.0,ORD,LGA,733.0,,,0,,0,,,,,
1989,9,29,5,1850.0,1850,1931.0,1937,DL,1483,,41.0,47,,-6.0,0.0,RNO,FAT,188.0,,,0,,0,,,,,
1989,9,11,1,652.0,650,937.0,847,AA,521,,225.0,177,,50.0,2.0,IAD,DFW,1172.0,,,0,,0,,,,,
1989,9,15,5,1527.0,1525,1743.0,1739,CO,125,,256.0,254,,4.0,2.0,IAH,SFO,1635.0,,,0,,0,,,,,
1989,4,11,2,1524.0,1525,1630.0,1638,PA (1),124,,66.0,73,,-8.0,-1.0,LAX,SFO,337.0,,,0,,0,,,,,
1989,8,27,7,1330.0,1330,1338.0,1330,WN,534,,68.0,60,,8.0,0.0,DTW,MDW,229.0,,,0,,0,,,,,
