Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
1992,11,22,7,1935.0,1935,2022.0,2025,WN,740,,47.0,50,,-3.0,0.0,ABQ,ELP,223.0,,,0,,0,,,,,
1992,10,30,5,725.0,725,839.0,840,NW,1045,,74.0,75,,-1.0,0.0,MCI,MSP,393.0,,,0,,0,,,,,
1992,6,10,3,2130.0,2130,2225.0,2235,DL,1770,,55.0,65,,-10.0,0.0,DCA,LGA,214.0,,,0,,0,,,,,
1992,4,22,3,705.0,706,855.0,900,AA,210,,110.0,114,,-5.0,-1.0,SJC,PDX,569.0,,,0,,0,,,,,
1992,8,12,3,1617.0,1600,1737.0,1722,TW,377,,140.0,142,,15.0,17.0,DCA,STL,719.0,,,0,,0,,,,,
1992,8,6,4,1749.0,1735,2011.0,1958,DL,1629,,82.0,83,,13.0,14.0,MSY,ATL,425.0,,,0,,0,,,,,
1992,5,26,2,1757.0,1800,2129.0,2130,TW,61,,392.0,390,,-1.0,-3.0,BOS,SFO,2704.0,,,0,,0,,,,,
1992,6,9,2,2232.0,2241,2300.0,2308,TW,558,,28.0,27,,-8.0,-9.0,MLI,CID,69.0,,,0,,0,,,,,
1992,3,10,2,1813.0,1814,2001.0,2006,CO,747,,108.0,112,,-5.0,-1.0,DEN,ELP,563.0,,,0,,0,,,,,
1992,10,24,6,1820.0,1820,2140.0,2137,NW,322,,140.0,137,,3.0,0.0,MSP,DCA,931.0,,,0,,0,,,,,
1992,12,25,5,1712.0,1650,1815.0,1805,DL,593,,63.0,75,,10.0,22.0,GSO,ATL,306.0,,,0,,0,,,,,
1992,8,10,1,700.0,700,908.0,905,WN,806,,68.0,65,,3.0,0.0,PHX,ABQ,328.0,,,0,,0,,,,,
1992,8,31,1,2108.0,2105,2230.0,2229,UA,1779,,82.0,84,,1.0,3.0,SFO,LAS,414.0,,,0,,0,,,,,
1992,7,4,6,720.0,720,855.0,905,WN,214,,95.0,105,,-10.0,0.0,HOU,BNA,670.0,,,0,,0,,,,,
1992,11,9,1,1207.0,1210,1441.0,1450,NW,1132,,154.0,160,,-9.0,-3.0,DTW,SRQ,1023.0,,,0,,0,,,,,
1992,11,19,4,1110.0,1110,1245.0,1250,AA,1555,,95.0,100,,-5.0,0.0,ATL,MIA,595.0,,,0,,0,,,,,
1992,7,29,3,1701.0,1700,1849.0,1905,DL,1282,,108.0,125,,-16.0,1.0,ATL,ABE,692.0,,,0,,0,,,,,
1992,5,4,1,1713.0,1715,1820.0,1828,US,762,,67.0,73,,-8.0,-2.0,CVG,CLT,335.0,,,0,,0,,,,,
1992,5,14,4,1855.0,1855,2002.0,2009,NW,1225,,187.0,194,,-7.0,0.0,DTW,DEN,1123.0,,,0,,0,,,,,
1992,6,29,1,159.0,157,643.0,646,CO,1206,,164.0,169,,-3.0,2.0,LAS,IAH,1222.0,,,0,,0,,,,,
1992,2,14,5,2257.0,2221,50.0,5,DL,143,,293.0,284,,45.0,36.0,ATL,LAX,1946.0,,,0,,0,,,,,
1992,12,1,2,1927.0,1925,2040.0,2034,NW,1049,,133.0,129,,6.0,2.0,MSP,BIL,748.0,,,0,,0,,,,,
1992,2,24,1,826.0,828,1057.0,1102,CO,1520,,151.0,154,,-5.0,-2.0,CLE,TPA,927.0,,,0,,0,,,,,
1992,3,18,3,1751.0,1750,2005.0,2004,US,1494,,134.0,134,,1.0,1.0,TPA,IND,838.0,,,0,,0,,,,,
1992,2,19,3,645.0,645,832.0,823,NW,1223,,107.0,98,,9.0,0.0,PHL,DTW,453.0,,,0,,0,,,,,
1992,5,19,2,1343.0,1330,1439.0,1429,DL,545,,56.0,59,,10.0,13.0,SAT,DFW,247.0,,,0,,0,,,,,
1992,9,30,3,1257.0,1255,1534.0,1537,DL,1426,,97.0,102,,-3.0,2.0,PDX,SLC,630.0,,,0,,0,,,,,
1992,8,13,4,1257.0,1300,1359.0,1413,US,564,,62.0,73,,-14.0,-3.0,PIT,AZO,301.0,,,0,,0,,,,,
1992,12,9,3,1157.0,1140,1305.0,1241,CO,1625,,128.0,121,,24.0,17.0,DEN,LAS,629.0,,,0,,0,,,,,
1992,6,7,7,926.0,926,1014.0,1017,HP,1087,,48.0,51,,-3.0,0.0,PHX,FLG,119.0,,,0,,0,,,,,
1992,11,11,3,1154.0,1155,1306.0,1313,US,280,,72.0,78,,-7.0,-1.0,BUF,BOS,396.0,,,0,,0,,,,,
1992,12,2,3,1459.0,1500,1608.0,1613,US,1557,,69.0,73,,-5.0,-1.0,EWR,RIC,278.0,,,0,,0,,,,,
1992,2,22,6,650.0,645,755.0,750,CO,221,,65.0,65,,5.0,5.0,ROC,EWR,246.0,,,0,,0,,,,,
1992,6,28,7,1549.0,1525,1552.0,1532,US,545,,63.0,67,,20.0,24.0,PIT,IND,325.0,,,0,,0,,,,,
1992,7,22,3,840.0,840,1020.0,1019,US,1072,,100.0,99,,1.0,0.0,RDU,BOS,612.0,,,0,,0,,,,,
1992,7,8,3,757.0,758,859.0,912,AA,1215,,62.0,74,,-13.0,-1.0,DCA,RDU,227.0,,,0,,0,,,,,
1992,1,28,2,657.0,657,1051.0,1055,AA,120,,174.0,178,,-4.0,0.0,DFW,EWR,1372.0,,,0,,0,,,,,
1992,10,19,1,728.0,725,836.0,820,NW,151,,128.0,115,,16.0,3.0,DTW,MSP,528.0,,,0,,0,,,,,
1992,12,31,4,1828.0,1815,1959.0,1954,US,1627,,91.0,99,,5.0,13.0,DCA,IND,499.0,,,0,,0,,,,,
1992,6,22,1,2023.0,2025,2151.0,2200,TW,728,,88.0,95,,-9.0,-2.0,ATL,DCA,547.0,,,0,,0,,,,,
1992,2,7,5,1800.0,1805,1849.0,1850,UA,185,,49.0,45,,-1.0,-5.0,HNL,LIH,102.0,,,0,,0,,,,,
1992,5,24,7,1200.0,1200,1248.0,1250,AS,84,,48.0,50,,-2.0,0.0,SEA,PDX,129.0,,,0,,0,,,,,
1992,6,8,1,857.0,900,1005.0,1012,US,342,,68.0,72,,-7.0,-3.0,LAX,SFO,337.0,,,0,,0,,,,,
1992,12,26,6,1540.0,1525,1718.0,1707,US,843,,98.0,102,,11.0,15.0,PIT,ATL,526.0,,,0,,0,,,,,
1992,7,10,5,1816.0,1817,2143.0,1950,UA,27,,207.0,93,,113.0,-1.0,BOS,IAD,413.0,,,0,,0,,,,,
1992,11,14,6,1042.0,1045,1221.0,1220,NW,592,,99.0,95,,1.0,-3.0,STL,MSP,449.0,,,0,,0,,,,,
1992,5,12,2,1122.0,1100,1230.0,1222,UA,1225,,68.0,82,,8.0,22.0,ONT,SFO,363.0,,,0,,0,,,,,
1992,6,18,4,1033.0,1021,1203.0,1145,DL,864,,90.0,84,,18.0,12.0,CVG,PHL,507.0,,,0,,0,,,,,
1992,2,14,5,1121.0,1030,1222.0,1135,WN,522,,61.0,65,,47.0,51.0,STL,LIT,296.0,,,0,,0,,,,,
1992,12,21,1,858.0,900,1012.0,1020,UA,292,,74.0,80,,-8.0,-2.0,FSD,ORD,462.0,,,0,,0,,,,,
1992,10,3,6,743.0,745,918.0,928,US,302,,95.0,103,,-10.0,-2.0,GSP,LGA,610.0,,,0,,0,,,,,
1992,9,22,2,845.0,845,958.0,955,WN,259,,73.0,70,,3.0,0.0,MDW,MCI,405.0,,,0,,0,,,,,
1992,5,18,1,1220.0,1220,1308.0,1311,US,230,,48.0,51,,-3.0,0.0,FLL,TPA,197.0,,,0,,0,,,,,
1992,4,15,3,1434.0,1434,1830.0,1826,AA,600,,176.0,172,,4.0,0.0,DFW,BWI,1217.0,,,0,,0,,,,,
1992,7,15,3,1820.0,1820,2022.0,2020,NW,678,,122.0,120,,2.0,0.0,MSP,BNA,695.0,,,0,,0,,,,,
1992,10,5,1,1308.0,1030,1416.0,1203,US,1257,,128.0,153,,133.0,158.0,BOS,IND,817.0,,,0,,0,,,,,
1992,5,3,7,617.0,620,653.0,705,NW,698,,36.0,45,,-12.0,-3.0,DLH,MSP,144.0,,,0,,0,,,,,
1992,6,13,6,1940.0,1943,2025.0,2044,AA,825,,45.0,61,,-19.0,-3.0,IND,ORD,177.0,,,0,,0,,,,,
1992,6,19,5,933.0,933,1047.0,1043,AA,1253,,74.0,70,,4.0,0.0,DFW,AMA,313.0,,,0,,0,,,,,
1992,3,26,4,1920.0,1920,2132.0,2120,AS,35,,132.0,120,,12.0,0.0,SFO,SEA,679.0,,,0,,0,,,,,
1992,1,23,4,1821.0,1815,2023.0,2012,NW,45,,242.0,237,,11.0,6.0,MSP,LAX,1536.0,,,0,,0,,,,,
1992,9,16,3,1030.0,1030,1146.0,1138,DL,1749,,76.0,68,,8.0,0.0,LGA,DCA,214.0,,,0,,0,,,,,
1992,11,13,5,725.0,725,850.0,840,NW,1045,,85.0,75,,10.0,0.0,MCI,MSP,393.0,,,0,,0,,,,,
1992,7,11,6,1153.0,1156,1317.0,1318,UA,1157,,144.0,142,,-1.0,-3.0,DEN,LAX,862.0,,,0,,0,,,,,
1992,10,31,6,1450.0,1450,1614.0,1622,US,1181,,144.0,152,,-8.0,0.0,CLT,IAH,913.0,,,0,,0,,,,,
1992,8,12,3,1237.0,1230,1934.0,1937,NW,282,,237.0,247,,-3.0,7.0,SEA,DTW,1927.0,,,0,,0,,,,,
1992,9,23,3,2122.0,2111,2201.0,2150,DL,1651,,99.0,99,,11.0,11.0,SLC,ONT,558.0,,,0,,0,,,,,
1992,9,26,6,1310.0,1245,1345.0,1345,WN,1442,,35.0,60,,0.0,25.0,LAS,LAX,236.0,,,0,,0,,,,,
1992,5,25,1,2104.0,2050,2339.0,2318,DL,926,,155.0,148,,21.0,14.0,ATL,BDL,859.0,,,0,,0,,,,,
1992,2,7,5,2010.0,2010,2109.0,2100,AS,99,,59.0,50,,9.0,0.0,PDX,SEA,129.0,,,0,,0,,,,,
1992,6,12,5,638.0,630,846.0,843,NW,412,,128.0,133,,3.0,8.0,DFW,MSP,852.0,,,0,,0,,,,,
1992,7,25,6,1115.0,1058,1238.0,1219,CO,810,,143.0,141,,19.0,17.0,IAH,DEN,861.0,,,0,,0,,,,,
1992,6,3,3,1842.0,1844,2012.0,2023,UA,365,,90.0,99,,-11.0,-2.0,ORD,LNK,466.0,,,0,,0,,,,,
1992,3,31,2,1420.0,1420,1639.0,1556,DL,850,,139.0,96,,43.0,0.0,RSW,ATL,515.0,,,0,,0,,,,,
1992,11,3,2,941.0,914,1525.0,1514,AA,84,,224.0,240,,11.0,27.0,LAX,ORD,1745.0,,,0,,0,,,,,
1992,12,16,3,919.0,915,1003.0,1010,US,166,,44.0,55,,-7.0,4.0,DAY,PIT,215.0,,,0,,0,,,,,
1992,8,26,3,1501.0,1500,1736.0,1728,AA,1687,,275.0,268,,8.0,1.0,ORD,SFO,1846.0,,,0,,0,,,,,
1992,5,25,1,750.0,750,919.0,916,US,1183,,89.0,86,,3.0,0.0,BTV,PIT,454.0,,,0,,0,,,,,
1992,11,1,7,936.0,940,1038.0,1039,NW,605,,122.0,119,,-1.0,-4.0,CLE,MSP,622.0,,,0,,0,,,,,
1992,11,4,3,700.0,700,857.0,855,AS,443,,117.0,115,,2.0,0.0,SFO,SEA,679.0,,,0,,0,,,,,
1992,6,30,2,914.0,915,1059.0,1105,CO,1091,,225.0,230,,-6.0,-1.0,MCO,DEN,1545.0,,,0,,0,,,,,
1992,9,3,4,1732.0,1728,1843.0,1835,CO,1752,,71.0,67,,8.0,4.0,IAH,DFW,224.0,,,0,,0,,,,,
1992,8,10,1,1253.0,1255,1509.0,1517,US,238,,136.0,142,,-8.0,-2.0,PBI,BWI,883.0,,,0,,0,,,,,
1992,7,25,6,1744.0,1745,1928.0,1915,UA,776,,104.0,90,,13.0,-1.0,OMA,ORD,416.0,,,0,,0,,,,,
1992,1,23,4,1506.0,1455,1707.0,1644,US,470,,121.0,109,,23.0,11.0,PHL,CVG,507.0,,,0,,0,,,,,
1992,12,3,4,2004.0,1950,2109.0,2104,US,480,,65.0,74,,5.0,14.0,IND,PIT,325.0,,,0,,0,,,,,
1992,1,23,4,914.0,910,1549.0,1551,DL,496,,215.0,221,,-2.0,4.0,LAS,ATL,1747.0,,,0,,0,,,,,
1992,4,2,4,2150.0,2123,2329.0,2257,CO,576,,99.0,94,,32.0,27.0,CLE,BOS,563.0,,,0,,0,,,,,
1992,7,24,5,1527.0,1500,1704.0,1630,NW,1866,,97.0,90,,34.0,27.0,DCA,BOS,399.0,,,0,,0,,,,,
1992,7,13,1,1153.0,1145,1305.0,1305,US,1199,,72.0,80,,0.0,8.0,GSO,PHL,365.0,,,0,,0,,,,,
1992,5,26,2,1530.0,1530,1710.0,1706,US,776,,100.0,96,,4.0,0.0,ATL,PIT,526.0,,,0,,0,,,,,
1992,4,16,4,940.0,927,1630.0,1602,HP,248,,230.0,215,,28.0,13.0,PHX,CMH,1671.0,,,0,,0,,,,,
1992,7,20,1,1639.0,1617,1915.0,1858,CO,832,,96.0,101,,17.0,22.0,PHX,DEN,602.0,,,0,,0,,,,,
1992,12,3,4,2026.0,2025,2128.0,2134,NW,1500,,62.0,69,,-6.0,1.0,DTW,ROC,296.0,,,0,,0,,,,,
1992,9,11,5,1654.0,1655,1825.0,1820,UA,670,,91.0,85,,5.0,-1.0,ORD,MSP,334.0,,,0,,0,,,,,
1992,7,3,5,2114.0,2105,2134.0,2125,DL,1574,,80.0,80,,9.0,9.0,SLC,RNO,422.0,,,0,,0,,,,,
1992,1,4,6,2041.0,2025,2151.0,2140,DL,559,,70.0,75,,11.0,16.0,CVG,ATL,373.0,,,0,,0,,,,,
1992,6,23,2,610.0,610,930.0,924,CO,190,,140.0,134,,6.0,0.0,LAX,DEN,862.0,,,0,,0,,,,,
1992,2,12,3,1630.0,1635,1741.0,1745,US,1158,,71.0,70,,-4.0,-5.0,ALB,DCA,318.0,,,0,,0,,,,,
1992,7,16,4,828.0,700,956.0,831,US,1507,,88.0,91,,85.0,88.0,BOS,DCA,399.0,,,0,,0,,,,,
1992,2,23,7,920.0,920,1042.0,1025,CO,490,,82.0,65,,17.0,0.0,MFE,IAH,316.0,,,0,,0,,,,,
1992,9,7,1,1409.0,1410,1709.0,1705,AA,1238,,120.0,115,,4.0,-1.0,BNA,ORF,585.0,,,0,,0,,,,,
1992,3,24,2,755.0,755,847.0,850,NW,1058,,52.0,55,,-3.0,0.0,GRB,MSP,252.0,,,0,,0,,,,,
1992,2,22,6,1135.0,1135,1311.0,1301,UA,782,,96.0,86,,10.0,0.0,OMA,ORD,416.0,,,0,,0,,,,,
1992,7,12,7,145.0,145,600.0,600,AS,110,,195.0,195,,0.0,0.0,ANC,SEA,1449.0,,,0,,0,,,,,
1992,10,25,7,1347.0,1322,1451.0,1420,DL,375,,64.0,58,,31.0,25.0,ATL,SAV,215.0,,,0,,0,,,,,
1992,2,19,3,,710,,820,US,678,,,70,,,,PIT,EWR,319.0,,,1,,0,,,,,
1992,9,20,7,1140.0,1135,1425.0,1414,DL,1419,,105.0,99,,11.0,5.0,ORD,ATL,606.0,,,0,,0,,,,,
1992,9,30,3,830.0,830,1105.0,1110,CO,3,,335.0,340,,-5.0,0.0,LAX,HNL,2556.0,,,0,,0,,,,,
1992,5,8,5,1233.0,1230,1316.0,1309,US,240,,43.0,39,,7.0,3.0,ERI,PIT,109.0,,,0,,0,,,,,
1992,8,17,1,2243.0,2135,12.0,2300,US,162,,89.0,85,,72.0,68.0,CLT,TPA,508.0,,,0,,0,,,,,
1992,12,21,1,1658.0,1700,1949.0,1927,UA,841,,291.0,267,,22.0,-2.0,ORD,LAX,1745.0,,,0,,0,,,,,
1992,1,31,5,1908.0,1855,1950.0,1945,WN,238,,42.0,50,,5.0,13.0,AUS,DAL,189.0,,,0,,0,,,,,
1992,11,18,3,1743.0,1732,2029.0,2035,AA,437,,226.0,243,,-6.0,11.0,BDL,DFW,1471.0,,,0,,0,,,,,
1992,6,13,6,2117.0,2120,2153.0,2159,US,1068,,36.0,39,,-6.0,-3.0,IND,EVV,135.0,,,0,,0,,,,,
1992,6,2,2,1304.0,1305,1430.0,1424,DL,297,,86.0,79,,6.0,-1.0,RDU,ATL,356.0,,,0,,0,,,,,
1992,8,13,4,2022.0,2025,2031.0,2035,US,1976,,69.0,70,,-4.0,-3.0,TPA,PNS,330.0,,,0,,0,,,,,
1992,1,10,5,1037.0,1035,1248.0,1243,DL,1238,,71.0,68,,5.0,2.0,MEM,ATL,332.0,,,0,,0,,,,,
1992,4,17,5,1342.0,1343,1940.0,1922,TW,542,,238.0,219,,18.0,-1.0,ONT,STL,1547.0,,,0,,0,,,,,
1992,2,16,7,1244.0,1245,1417.0,1425,DL,540,,93.0,100,,-8.0,-1.0,MOB,DFW,540.0,,,0,,0,,,,,
1992,11,15,7,1020.0,1020,1116.0,1115,AS,531,,56.0,55,,1.0,0.0,SEA,GEG,224.0,,,0,,0,,,,,
1992,8,14,5,756.0,755,827.0,831,DL,873,,31.0,36,,-4.0,1.0,CHA,ATL,106.0,,,0,,0,,,,,
1992,10,7,3,1725.0,1728,1800.0,1803,TW,470,,35.0,35,,-3.0,-3.0,RSW,SRQ,77.0,,,0,,0,,,,,
1992,8,14,5,1014.0,1000,1200.0,1124,AA,1083,,106.0,84,,36.0,14.0,RDU,DAB,480.0,,,0,,0,,,,,
1992,12,17,4,1411.0,1415,1444.0,1455,US,875,,33.0,40,,-11.0,-4.0,CLT,GSP,75.0,,,0,,0,,,,,
1992,4,3,5,1410.0,1410,1536.0,1532,TW,298,,86.0,82,,4.0,0.0,PIT,JFK,340.0,,,0,,0,,,,,
1992,7,9,4,1514.0,1510,1541.0,1545,DL,455,,147.0,155,,-4.0,4.0,DFW,LAS,1055.0,,,0,,0,,,,,
1992,6,27,6,1228.0,1230,2048.0,2011,UA,188,,320.0,281,,37.0,-2.0,OGG,SFO,2338.0,,,0,,0,,,,,
1992,12,27,7,1340.0,1337,1326.0,1320,DL,1086,,46.0,43,,6.0,3.0,ATL,BHM,134.0,,,0,,0,,,,,
1992,2,17,1,1514.0,1515,1709.0,1728,NW,337,,295.0,313,,-19.0,-1.0,DTW,LAX,1979.0,,,0,,0,,,,,
1992,1,17,5,1119.0,1120,1303.0,1301,US,336,,104.0,101,,2.0,-1.0,CLT,LGA,544.0,,,0,,0,,,,,
1992,8,27,4,1614.0,1619,1926.0,1927,TW,214,,132.0,128,,-1.0,-5.0,DEN,STL,770.0,,,0,,0,,,,,
1992,1,27,1,1917.0,1735,2237.0,2102,AA,287,,260.0,267,,95.0,102.0,BOS,DFW,1562.0,,,0,,0,,,,,
1992,5,8,5,629.0,630,714.0,716,US,684,,45.0,46,,-2.0,-1.0,JAX,CHS,193.0,,,0,,0,,,,,
1992,8,19,3,1746.0,1700,1830.0,1744,NW,798,,44.0,44,,46.0,46.0,DTW,AZO,113.0,,,0,,0,,,,,
1992,5,20,3,1744.0,1730,2013.0,1952,DL,948,,89.0,82,,21.0,14.0,BTR,ATL,449.0,,,0,,0,,,,,
1992,6,7,7,718.0,700,803.0,806,AA,387,,105.0,126,,-3.0,18.0,RDU,ORD,647.0,,,0,,0,,,,,
1992,3,28,6,919.0,912,1035.0,1030,DL,265,,76.0,78,,5.0,7.0,ATL,MCO,403.0,,,0,,0,,,,,
1992,7,30,4,1848.0,1845,2115.0,2114,AA,1014,,147.0,149,,1.0,3.0,SJU,MIA,1045.0,,,0,,0,,,,,
1992,7,13,1,1317.0,1305,1442.0,1440,US,357,,85.0,95,,2.0,12.0,PVD,PIT,467.0,,,0,,0,,,,,
1992,4,2,4,1703.0,1700,1759.0,1807,NW,1006,,56.0,67,,-8.0,3.0,IND,DTW,231.0,,,0,,0,,,,,
1992,9,7,1,839.0,840,1203.0,1137,US,807,,204.0,177,,26.0,-1.0,TPA,BOS,1185.0,,,0,,0,,,,,
1992,10,5,1,1650.0,1650,2135.0,2145,DL,248,,165.0,175,,-10.0,0.0,LAX,DFW,1235.0,,,0,,0,,,,,
1992,12,26,6,1223.0,1215,1552.0,1601,NW,933,,329.0,346,,-9.0,8.0,LAX,HNL,2556.0,,,0,,0,,,,,
1992,9,13,7,1648.0,1600,1750.0,1709,US,1004,,62.0,69,,41.0,48.0,JAX,CLT,329.0,,,0,,0,,,,,
1992,11,16,1,1858.0,1900,1910.0,1910,NW,1149,,72.0,70,,0.0,-2.0,DTW,MDW,229.0,,,0,,0,,,,,
1992,11,21,6,1944.0,1945,2105.0,2115,NW,1597,,81.0,90,,-10.0,-1.0,MSP,MOT,449.0,,,0,,0,,,,,
1992,4,17,5,645.0,645,752.0,755,HP,1512,,67.0,70,,-3.0,0.0,SNA,LAS,226.0,,,0,,0,,,,,
1992,5,11,1,1918.0,1921,2005.0,2005,CO,1790,,47.0,44,,0.0,-3.0,GJT,DEN,212.0,,,0,,0,,,,,
1992,10,27,2,1208.0,1205,1422.0,1409,CO,665,,254.0,244,,13.0,3.0,IAH,SFO,1635.0,,,0,,0,,,,,
1992,9,21,1,1955.0,1955,2100.0,2102,HP,262,,65.0,67,,-2.0,0.0,CMH,DCA,322.0,,,0,,0,,,,,
1992,10,8,4,700.0,700,804.0,815,HP,54,,64.0,75,,-11.0,0.0,DCA,CMH,322.0,,,0,,0,,,,,
1992,5,15,5,948.0,945,1105.0,1055,UA,391,,197.0,190,,10.0,3.0,ATL,DEN,1199.0,,,0,,0,,,,,
1992,9,8,2,1817.0,1814,2010.0,2010,AA,899,,113.0,116,,0.0,3.0,BOS,RDU,612.0,,,0,,0,,,,,
1992,7,11,6,806.0,805,844.0,843,DL,806,,38.0,38,,1.0,1.0,RDU,RIC,139.0,,,0,,0,,,,,
1992,11,22,7,1411.0,1415,1429.0,1430,UA,155,,78.0,75,,-1.0,-4.0,DTW,ORD,235.0,,,0,,0,,,,,
1992,12,22,2,1547.0,1540,1717.0,1713,US,1037,,90.0,93,,4.0,7.0,EWR,RDU,416.0,,,0,,0,,,,,
1992,8,29,6,1128.0,1125,1344.0,1349,AA,414,,136.0,144,,-5.0,3.0,MIA,DCA,920.0,,,0,,0,,,,,
1992,1,30,4,1403.0,1340,1805.0,1744,UA,230,,182.0,184,,21.0,23.0,ORD,MIA,1197.0,,,0,,0,,,,,
